Date,0005.HK,000660.KS,005930.KS,0388.HK,0700.HK,0883.HK,0941.HK,1299.HK,1398.HK,2318.HK,4063.T,4502.T,6098.T,6758.T,6861.T,6954.T,7203.T,7267.T,7974.T,8035.T,8058.T,8306.T,9432.T,9433.T,9984.T,BHP.AX,CBA.AX,TSM
2015-01-06,-0.015775077201179433,-0.0031482831734792605,-0.02850733040468889,0.0016918494441438003,0.05726857069094571,-0.03195473977232943,-0.014983384466316307,-0.026651297544710406,-0.01551733983021808,-0.026139808668049658,-0.031186629653860543,-0.017799881144822782,-0.0014552977263113664,-0.011747953621266238,-0.034890369097095086,-0.028129768411931155,-0.027574380780377772,-0.02181026923097873,-0.041802098744061156,-0.04800351530832869,-0.04133359706623119,-0.031469404127924316,-0.00262290062965409,-0.027642446171052826,-0.021226062872371054,-0.046472164576444874,-0.007562420440427431,-0.017479530585377545
2015-01-07,-0.01045292476073445,-0.0021051048793323535,0.009266575430561197,0.009572340360403775,0.03666676080673703,-0.0019419502963273771,0.033802801881536615,0.0011902386447903979,0.007005299086636496,0.004369421424699205,0.008374994247739131,0.0005092612963162324,0.0641398366128072,0.046320756120679096,0.0034986431871244505,-0.008083579467698221,0.014657383439946825,-0.008107631482635047,0.005082546041265568,-0.027389472857051733,-0.006431756047480031,-0.017192404944959327,-0.005588512627773157,0.0074454508295431765,0.008132354830664212,0.0,-0.002227730543425177,0.014513028137292938
2015-01-08,0.002817095271959724,0.05379750052467869,0.005355426552172693,-0.00836614663096158,0.02331171511480279,0.017509599176358748,0.02016359629263853,0.015458032972924807,-0.005217340486833311,0.01802384212976227,0.007656108417489982,0.03734600345251371,-0.010959006812468197,0.004897102868818282,0.009490605282296949,0.012618326397863644,0.019846287515744354,0.019267073010732272,0.02275613387942088,0.016731574739901278,-0.0014384727675388342,0.0064194711117919745,0.02545447768303477,0.0012093939326518477,0.010755868782617029,0.009605266633744947,0.003290096193134806,0.006460581690016953
2015-01-09,-0.001404590769962799,-0.005005258871155771,0.0,-0.004499373715239341,-0.0007852951570485045,0.015296245565618705,0.01549148298592673,0.005854615085856496,0.001748178198037298,0.015262557239413166,-0.0009013906891759405,0.0019617141655046133,-0.0069254119063002495,0.01325539891995775,0.006715159309764074,0.0059710157255281615,0.007280855878393444,0.01145626341089434,0.005768494527133017,0.011009337422515753,0.007682994494338402,0.009089243832408389,0.02627332958314299,0.00711306120444255,0.00868084586381812,0.027484049705582603,0.007612164827961898,-0.027968813642316293
2015-01-12,0.0,0.012072705710661547,0.001522178101117877,0.009039882762933882,-0.0007862539123971723,0.00188353649104811,-0.0021042299510335427,0.0011641293198236813,-0.008726144031485972,-0.007215977400469309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022290721258856006,-0.0045328982691674735,-0.019339344515016732
2015-01-13,0.0028130310259126823,-0.025844951776514802,0.017477429938390188,0.004479103108850246,0.0055075611967956295,-0.016917467282726806,0.026884427960464308,0.020930396162135656,0.005281810054823977,0.004845408639624793,-0.0063160136556648094,0.009986414413247546,0.009763079189358148,-0.030396268970891982,0.018677417874017666,-0.007741942594815421,-0.011828278430913386,-0.00028260446972461217,0.004915907829407651,-0.02005977420422045,-0.004765030638286927,-0.004898518487314818,-0.0073816668919010064,0.001199471920347639,-0.007773459108489034,-0.018940833967157622,-0.004086244025648278,0.012505781012029038
2015-01-14,-0.006311539797423604,-0.002040846336384017,0.004480798602324532,-0.00836136942124166,-0.014084562588041694,-0.007648173475936493,-0.009240169391572683,0.002277980754539888,-0.005254059112574483,0.004822182413176224,-0.01336119709845085,-0.007173222289128978,0.004143658162845121,-0.03432532258396248,-0.026754063263090155,-0.01716519859210741,-0.016358572699118445,0.004956663624288815,-0.043212215538919074,-0.023628290139544816,-0.019392010101085266,-0.02032718723196758,0.021202591338336685,0.010648115198893082,-0.02630090572441668,-0.027529516819975952,-0.018991698149313674,0.0004749664270431442
2015-01-15,-0.0035285688917443547,0.012269843167251882,-0.008178593262703537,0.0016866049136639027,0.007142782264315972,0.0077071188579618255,0.015026085788388821,0.022726974187394777,0.010563449618684162,0.03959230871210173,0.021298706630427322,0.012302059290204115,-0.006877561833450008,0.02732697907610193,0.021338063398374185,0.010055625049498751,0.01757736580875391,0.012260160123981345,0.02982505470249608,-0.00023974068029430917,-0.005371222917002871,0.0030801393821353606,0.006197545457529152,0.03937855744417029,0.007470993945133841,-0.011029567058079892,-0.002031595725404345,0.08689444295775295
2015-01-16,-0.005665599511274766,-0.04141393676217209,-0.013493164484153164,-0.004489387824879731,-0.03940098224777511,-0.003824086737968191,-0.0010210016107786712,-0.007777574301688017,-0.010453029567485395,0.019042294879433985,-0.015962654773746476,0.001929243756912724,-0.030470925793141923,-0.04640023858450326,-0.02126869178781987,-0.002619749603609778,-0.001594619205944947,-0.0006956641194422186,-0.012825526355720651,-0.009826299934357241,-0.0031908078798670303,-0.006626027720807115,-0.00292565345718665,-0.0017739942070904569,-0.025099542767486382,0.005576422443155815,0.0007184081376729878,-0.012669274401394093
2015-01-19,-0.0035615497000039964,-0.009483805628631603,0.02051706266270048,-0.015219911262091324,0.009023829582534892,0.013435886350201987,-0.008686724045692484,0.004479538038962172,-0.04049279731088018,-0.08040805035169385,0.012951198883956572,0.024836176844675206,0.011428451242532667,0.024958109041588683,0.021153965733346825,0.008667973465612988,-0.006521147602271071,0.009751512142259555,0.016345128974264655,0.013675416876535618,0.019945458302703,-0.00959813460218617,0.019305140719752645,0.005204329384095763,0.0005851045097471363,0.024399227240963217,-0.00562396095776263,0.0
