Date,AAPL,ABBV,ABT,ADBE,AMD,AMZN,AXP,BA,BAC,BLK,BMY,CAT,COP,COST,CRM,CVX,DE,DUK,EOG,FDX,GE,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LLY,LMT,MA,MCD,MDT,META,MMM,MRK,MS,MSFT,NEE,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,QCOM,RTX,SBUX,SLB,SO,SPGI,T,TGT,TMO,TSLA,UNH,UPS,V,VZ,WFC,WMT,XOM
2015-01-05,-0.028171845278787133,-0.018819283842884893,0.00022267892707317216,-0.004976403085169556,-0.003745314673225475,-0.020517290123177045,-0.026446335077902283,-0.006925761409180886,-0.029050604795541557,-0.025873734843352092,-0.015627246604475342,-0.05278614286380612,-0.04759155938607551,-0.011369358636683646,-0.01806214856822208,-0.03997133438000222,-0.021394846615016894,-0.014396425917805877,-0.06027741478202553,-0.01536694785360082,-0.018356075615605816,-0.019053977456783278,-0.031222445208236138,-0.020980259149191438,-0.019056216206849275,-0.015735119198659553,-0.011276116555834936,-0.006984485090320014,-0.031044967273902935,0.0,-0.009848837394828336,-0.02079556966040086,-0.028127889151371543,-0.011043958060077741,-0.004173567229385,-0.016061204396750406,-0.022552826690531047,0.014862355838726637,-0.031257997883082256,-0.009195903752751033,-0.010591788325278628,-0.01609983161330708,-0.0034134407502577346,-0.016889981139426413,-0.014023579229101912,-0.007517765382538122,-0.005426199812035959,-0.0047539499391374695,-0.004712098744007909,-0.016689663937876742,-0.019155375230086258,-0.027080391670167625,-0.004253452882234554,-0.017708133866016995,-0.009447758960965613,-0.017921087563678384,-0.013737137187413873,-0.04204102817052724,-0.016471561952906222,-0.02002137970412754,-0.022073552709942157,-0.008305162484671835,-0.02742212826902435,-0.002910204210646916,-0.02736214366728329
2015-01-06,9.385694920327481e-05,-0.004949873192593102,-0.011356109311647433,-0.02014454723552117,-0.011278184369081234,-0.022833334564125174,-0.021311269963111168,-0.011778408479486191,-0.0299193060746632,-0.015539709499994392,-0.0017072861174378673,-0.006434582637782182,-0.04128563333651247,0.013214622429928768,-0.01667536471413189,-0.00046313425075517056,-0.00832854041519493,0.016417645148359528,-0.028496239644208332,-5.902024903159386e-05,-0.021544681056091086,-0.02467949107147882,-0.02022930965612668,-0.0030618298166554814,-0.002339251688084354,-0.021565819086413307,-0.018636860966340985,-0.004913731922034259,-0.025929260662445053,0.007593604156083789,0.005045544383743383,-0.004701821542790308,-0.0021612363101464194,0.0018429742876051591,-0.005029411918412441,-0.013473298753719387,-0.010663373044700886,0.039283464696901804,-0.028800260881045703,-0.014677035796229143,0.0038842738115112407,-0.005882831168262825,-0.012211504649499494,-0.03031846086350165,-0.010323791890137546,-0.00757539578172528,0.008343962302242547,-0.004555211160174544,-0.014202442306660235,-0.014144648866311949,-0.00813720906457327,-0.019556154347555088,0.01200098609010225,-0.014467374778258657,0.0014901603404082753,-0.0001351931098381165,-0.009338200315816114,0.005664237314159992,-0.0020181146354628643,-0.006564046504665355,-0.006443630641984277,0.010092799855061285,-0.02086455206961324,0.007705924664316743,-0.005316181034421108
2015-01-07,0.014022273778367511,0.04041650886670656,0.00810800300520187,0.00822347711744098,-0.01901147853960916,0.010599740338593344,0.021839760843672673,0.015525737502285475,0.004745001511174296,0.021163753354344284,0.01299564710244372,0.015496550828334454,0.006674139242760058,0.017412484851271115,-0.0047200929780902845,-0.0008328158013390929,-0.0043156196742429875,0.0032065557786769006,-0.00629365765042833,0.007362283432176042,0.00041549667672446944,-0.00294092326725115,0.014902891857148548,0.03427461031971846,0.0072382758250570944,-0.0065353708362354546,0.020974462406790906,0.022075787954142445,0.0015264861994361834,0.012481848606805679,-0.007028420782812295,0.012898200280683003,0.015554938120165396,0.01742438519830114,0.024992813384352885,0.0,0.007248838016436165,0.02138596230392742,0.014278031393013535,0.012705413586228564,0.009153445066686583,0.020656205253008153,0.011457894588146278,-0.002605453283043957,0.00023171075799344187,0.029241088311542596,0.013685471009802885,0.005245418522347167,0.011662849384976415,0.010850424602762754,0.02461226186910115,-0.00012284773454962483,0.01105518176154896,0.013281737325837373,0.005830544950507166,0.03785291524769829,0.029956905985767612,-0.0015619306272327549,0.010210748226301858,0.009305938122095236,0.013397797372480813,-0.006453228852767112,0.00595132010207422,0.02653207632153065,0.01013262624919653
2015-01-08,0.038422551601029475,0.010458926633531096,0.02055436860033799,0.025453488160008142,0.011627896231359847,0.0068360190164749035,0.014175024443286999,0.017682150076814285,0.020661397017010863,0.011678171257122116,0.02498365347772258,0.01024951808471819,0.02494066581944998,0.008592345132967028,0.02915850184964941,0.022883127322967045,0.013238152260219849,0.004024938882005724,0.038241294582168406,0.02338613553306801,0.012042926436627743,0.0034841786235437766,0.015964938130455186,0.02212461680823763,0.01821876297106151,0.02173474355892635,0.018600927088940233,0.007863053900080796,0.022346113907579124,0.012096511939160282,0.02368891497451009,0.022533257969336917,0.015554672693413485,0.003722560573726108,0.023972692382959737,0.026658074345256244,0.023967207499620224,0.02012681658319182,0.01488911394035175,0.029417945721143424,0.006077773039537826,0.02308407323130912,0.02682960580869964,0.037617560758572255,0.006025699915142679,0.01817452338672254,0.020408202844697465,0.011435421832105552,0.010579144730444856,0.0170316565823021,0.016136918508042664,0.0121160912377698,0.0007954347751717439,0.008968476340457388,0.009948726759937632,0.0046895210757467165,0.010393091701963453,-0.0015643062581811584,0.04773319854284552,0.01797863585451176,0.013412750384683925,0.02143348201342299,0.022137588352558524,0.02110628093654454,0.01664469695124482
2015-01-09,0.00107235886316559,-0.027354835027198376,-0.010507950937071908,-0.01481077699086708,0.007662919597304585,-0.011748610100441481,-0.01266697635643732,-0.0019727505352477026,-0.017929579114933647,-0.011855036960264465,-0.00658818516051185,-0.01194888873091049,-0.00015396303991321858,-0.015389527408592896,-0.007339141524381976,-0.01992571910319163,-0.009712581666868836,0.0014147668189059548,0.006676196150537939,-0.013596505834915229,-0.013951529744914426,-0.012211391780287628,-0.015346532271837576,-0.01714797080342567,-0.016600457310818384,0.00435523834100815,0.001908186174248705,-0.013628951880520379,-0.01738685077611457,-0.011031599604737208,-0.013263817824167856,-0.0005640941385519627,-0.012743948940900474,-0.012187195215507152,-0.004682020838451817,-0.005628073665084443,-0.012283741353631639,-0.0046143738570948445,-0.016271071987825292,-0.008405448343359212,-0.008829500198101692,-0.011024037975815193,-0.025838289283519167,0.004028163244245597,-0.0004609551152237046,-0.006770620087601098,0.004615362608410667,-0.0093303048793284,-0.0012074775700581242,-0.005495012875385785,-0.03273156481865125,-0.01789562459138405,-0.012713185039651465,-0.00854675548305417,-0.002985259183186595,-0.009075574809226827,-0.003991738563701497,-0.018801629106854012,-0.009359978897909849,-0.007336181869792013,-0.014823482081292805,-0.008902260406373874,-0.016430601031740544,-0.012379952731388033,-0.0014094508887448898
2015-01-12,-0.024640754806049325,-0.00030402958692299364,0.008407109958873615,-0.010022183017969422,0.0,-0.018590241168821242,-0.010174540352122285,-0.005093453029181072,-0.017668109124956866,-0.006585822693869869,0.030835628493368628,-0.008670958562714937,-0.028496507027821694,-0.005581802940140657,-0.00739333620086613,-0.02153213529605502,-0.0023351226889752885,0.0009421545637202655,-0.033729798226290963,-0.0005215497478221476,-0.0020807088531610285,-0.007309380913710584,-0.012169478586151583,-0.004480956857508489,-0.004851771651473991,-0.01678063679429931,-0.004352836471743449,-0.0034305170890536196,-0.008594539588219763,-0.009063846458118974,-0.0072927827659211575,-0.0028197338178896914,-0.01279049705577917,-0.0021454351283937134,0.0009405644528195367,-0.013120809986034931,-0.005444801961284607,-0.004156140619383297,-0.013828364382659109,-0.012502372698150133,-0.0025316096355190165,-0.0013541263693878092,0.01609295219613327,-0.012537647171169675,-0.0027654453457492956,-0.004131740083508584,0.0036754067770787824,-0.0036563103040304634,-0.011421996495619147,0.0037713359770399357,0.005515075988877793,-0.03903010301148502,0.00020095070171977092,-0.01425302365275205,0.002695044233335331,0.0026165606914569928,-0.009633561608198948,-0.021532914950603166,-0.011280105417876496,0.00036500710591136354,-0.001957438904914399,0.006843468468717084,-0.011958745475019072,0.007498797734414975,-0.01921857669216276
2015-01-13,0.008878562428978443,-0.028803357728936496,-0.01610081062880786,-0.00745228329897496,0.011406832731696515,0.0114272047823194,-0.0030169293538794273,0.0022923801887748674,-0.01378878775880965,0.0030265588860811654,0.015117667035379423,-0.0059845799912952025,-0.009988681176555603,-0.01003323572517223,0.004157267880345206,-0.015867241504833984,0.0051495118784854466,0.005411380693297607,0.006507942198307859,-0.006200349375664382,-0.005004051080115479,0.00953609517802656,-0.0007565411129912825,-0.006607777051102048,0.007109873889500795,0.0023652075522686555,-0.0027318392024733296,0.0017209638034805241,0.00017013925587239243,-0.00023444384776716287,-0.0005761954781402512,-0.000617386630840655,0.0022791314599732715,-0.00193550030413292,-0.022559326715405836,-0.0035192023689194496,-0.000746881786851783,-0.0017655377192032917,-0.009348487658504934,-0.005150161384108065,0.003948150514116344,-0.008867019725942837,-0.013491645979131217,-0.001523839803785787,-0.007857939587700535,-0.000725798936923927,-0.01007045518985239,0.0042259902758656764,-0.008155555958228589,-0.000961055389473997,0.007976530421075267,-0.0034591277296071032,-0.000603718260286823,0.05981826261828416,0.0,-0.008873618406773476,-0.0012455560512819597,0.010088497728839352,0.005070487386076961,0.004287006940036031,0.002923084798930109,0.0021242170091679835,-0.0038426605744790177,-0.007887164549656211,-0.0036529367983334504
2015-01-14,-0.003810320305050685,0.004890140525965814,-0.007397324261047111,-0.008499766330190783,-0.011278184369081234,-0.00498748937494764,-0.024206864792030602,-0.006022754727478374,-0.02492403489266426,-0.006408580468688196,-0.002693241341817587,-0.0034735061965671665,0.0028824648022163224,-0.012616652777751702,-0.012420303210199712,-0.002879314436975311,0.006869144864409149,0.00257379225385157,0.03354873109853118,0.00728866414706375,-0.003352994229870898,0.00823029401550146,-0.025415288627245847,-0.010508048765105915,-0.004639339073682858,-0.0064409286833222446,-0.004109562823348734,-0.007254471000064711,-0.034500525302048723,-0.001642129170289719,0.005477684190118293,-0.0057624713780402015,-0.0010772211586381752,-0.013896294586830726,-0.014013005940719525,-0.002223801983257223,-0.004856283334261802,0.007235892784708042,-0.022758858424788753,-0.008628167098391093,0.006180740572184762,-0.013682976184222206,-0.013824945550401369,0.0040695217762249936,0.0030283427429833587,0.0033210941549810524,0.001233066753467682,-0.003432855246375266,-0.010278269953545638,-0.007171901293349214,-0.005564424524286848,0.007842808158960768,0.010265767482024346,-0.02189458873967942,-0.004777823130640901,-0.02132990690995773,-0.01667451275311016,-0.05659733676235856,0.002522676097661769,-0.006720832004942556,-0.020017101586361497,-0.0044513124846154994,-0.011571645109094253,-0.030232119569589044,-0.002888884496800914
2015-01-15,-0.027140295381483992,-0.012715800002137345,-0.007452452468496684,0.004286370351685775,-0.04182514400300241,-0.02155010661563239,-0.013667436507654118,-0.0018410908078332344,-0.05236924943344401,-0.009544356972049028,-0.0209691209364935,-0.012299583418334148,-0.01932262472055979,0.0,-0.037379840010471566,-0.011838006008293989,0.008325651189432515,0.012486943266579509,-0.013791201296859401,0.006367821359385184,-0.008410568819160913,-0.0037949103287274744,-0.009654116209783847,-0.015880835615257438,-0.016009620894810617,-0.00789488325151222,-0.004402342809620707,-0.014519207509617105,-0.032036550813910325,-0.004229326218483487,-0.00028709401567883486,-0.0044508255410145026,-0.01449790975830223,-0.0017481465620595715,0.001811447080536599,-0.02923423251785573,-0.001125608238080611,-0.012133036242816697,-0.01789294645648687,-0.010443560999579882,-0.003815759240811567,-0.009604019913621364,-0.04085015309247664,-0.007092232497768136,-0.009985849238610234,0.0,-0.0024626959714542096,-0.0014450638902122614,-0.011630993055487981,0.0,-0.010445113911199622,-0.022451934140993224,0.012154275083849031,-0.006862042879024255,-0.0021001397479598616,0.018027778499399627,-0.016402627383464097,-0.004255528597720826,0.010935659916128992,-0.0007314444627366523,-0.009508428539218405,0.002767832385601743,-0.010341404393382714,0.008890815569703614,-0.008691625815645865
2015-01-16,-0.00777008400358814,0.026235995600512707,0.012286427957324042,0.020486590164322305,-0.051587252780272874,0.01320786597364454,0.0018633590228429586,0.004917871479267921,0.011842174735591238,0.016411002649969975,0.011033509109075634,-0.005455274146429989,0.027193830849593814,0.0029435306963827568,0.027762585351604363,0.023863149476106793,0.0011467007842775878,0.006800160164819102,0.04368404143016691,0.016738559426403343,0.0004240517867208915,0.0127973744842802,-0.007059237571999222,0.030788967412990198,0.011430404775129688,0.01662697186164408,0.007184804418923996,0.015123118707064842,0.017093881778473374,0.0035395146854435566,0.013478393510827136,0.012164026345088397,0.01884509096804554,0.0012037754119593735,0.011960874927855691,0.01525973881004239,0.01465611539321876,0.018584591842091047,0.008964536686728808,0.01671049692317017,0.011023805767910844,0.001939449313073771,0.005186231778383066,0.018367507828459972,0.020642745469261037,0.006413826099450182,0.012345484525349226,0.015468795485173548,-0.001260645728550669,0.023168196040229683,0.012943149093588513,0.0613336157624933,0.010826733677917755,0.028089558079643417,0.01623556824447059,-0.009647203242267866,0.009345351511352407,0.006254228739435819,0.012540721960786483,0.009241783943400472,0.007189993433214914,0.0188959842965839,0.018138145025892394,-0.00698101278780161,0.024280635954990748
